 "name" , "from" , "to" , "diff" , "c" , "email" , "phone" , "web" , "city" , "street" , "num" , "cap" , "prov" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "nago-torbole" , "via europa" , "54" , "38,069" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#TN" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "pietramurata" , "via daino" , "43" , "38,070" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#TN" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "riva del garda" , "viale carducci" , "3/5" , "38,066" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#TN" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "fucine" , "via 3 novembre" , "9" , "38,026" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#TN" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "merano" , "via hasler" , "15" , "39,012" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#BZ" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "mezzolago" , "via san michele" , "4" , "38,067" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#TN" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "san martino in badia" , "strada vi-laguscel" , "19 / longiarú" , "39,030" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#BZ" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "mezzana" , "via rial" , "5" , "38,020" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#TN" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "monte san pietro" , "hennewinkl" , "6" , "39,050" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#BZ" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "maso corto" , "kurzras" , "115" , "39,020" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#BZ" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "E101_0" , "GIAZZÈRA" , "RIFUGIO 'VINCENZO LANCIA'" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Medium" , "Situato a Vaneze sull'Alpe di Trento e circondato da boschi l'Hotel Monte Bondone offre un'area benessere con sauna e cabine a infrarossi e camere con TV e bagno privato. Il ristorante del Monte Bondone propone specialità del Trentino e ricette classiche della cucina italiana. Al mattino viene allestita una colazione continentale a buffet. Il giardino di 8.000 m² ospita un campo da tennis un campo da calcetto e una terrazza solarium. In loco vi attendono anche impianti per golf al coperto un servizio massaggi e un centro fitness. L'Hotel Monte Bondone dista appena 100 metri dalle piste sciistiche e 13 km dalla città capoluogo di Trento. Come ospiti della struttura riceverete la Trentino Guest Card che vi consentirà di accedere gratuitamente ai musei pubblici ai castelli e ai parchi naturali. Inoltre potrete approfittare dell'utilizzo illimitato dei trasporti pubblici locali compresi i treni del Trentino e gli skibus Trento-Monte Bondone per l'intero soggiorno.  " , "info@hotelmontebondone.it " , "0461-947118 " , "www.hotelmontebondone.it " , "riva del garda" , "viale rovereto" , "44" , "38,066" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#TN" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
